ITEM,n_obs,intercepto,coef,r2,total_done_mean,delta_tempo_mean
117836,276,358.56180696215375,5.518060943942489,0.024127753938011254,7.2101449275362315,398.3478260869565
111330,915,326.6702247888519,5.512725189928361,0.12807878262641126,12.0448087431694,393.06994535519124
110841,193,342.34194260704487,5.4847261083670595,0.004667378564591096,4.917098445595855,369.31088082901556
110375,887,206.22622248205784,5.471053992018491,0.16515015358103635,14.066516347237881,283.184892897407
109645,1523,223.358789020826,5.428836353935174,0.0807351000568679,10.250164149704531,279.005252790545
118403,199,246.02396444166803,5.402080885210954,0.2433546554188104,17.462311557788944,340.356783919598
118222,1423,475.01499050958364,5.371382677194164,0.14076175228643661,22.575544624033732,596.2768798313423
117840,271,220.28461322883413,5.358617985235221,0.038921314657836326,8.250922509225092,264.4981549815498
118223,339,176.32603220908908,5.33860951109134,0.026790951387557382,5.48377581120944,205.60176991150442
111876,676,272.83490416256245,5.142413569919539,0.1402334394767022,9.41715976331361,321.2618343195266
108795,823,235.58684688188623,5.141611552640563,0.09629935560312597,10.287970838396111,288.4835965978129
117856,1643,245.00868247509766,5.0870766096505635,0.09767549793657582,12.097382836275106,306.5489957395009
118094,1808,300.3652550944975,5.049513438300352,0.05668708654690047,11.289269911504425,357.37057522123894
110743,640,290.24014096416215,4.96601865015827,0.08458107106252521,11.7109375,348.396875
111443,789,262.29879200099697,4.960092830382306,0.1116900756126391,11.64765525982256,320.0722433460076
117787,951,200.77944728453315,4.941101924330318,0.13887596259453105,11.055730809674028,255.40694006309147
110711,1755,248.8054788950269,4.86670911870868,0.05926553297688897,11.425071225071225,304.4079772079772
110752,698,251.3833383159805,4.8322428486668985,0.19092254016865307,9.945558739255015,299.4426934097421
118283,152,375.21975016156773,4.706786178811324,0.07556616485918577,21.907894736842106,478.3355263157895
121307,11,325.76613858036865,4.684811411174383,0.03255238803681271,22.90909090909091,433.09090909090907
117862,1823,242.0027482836965,4.657043531059459,0.09966335916363733,14.099286889742183,307.6637410861218
111430,825,401.60951544816214,4.644012755115315,0.1261527969422621,14.991515151515152,471.23030303030305
117830,2322,214.85699735175334,4.6036943576215,0.16514175258402963,19.100775193798448,302.79112833764
111348,976,258.5116877995629,4.593091352538185,0.1948392351534305,11.717213114754099,312.3299180327869
117854,318,301.7252175201232,4.587933071616419,0.03851468172519146,7.666666666666667,336.8993710691824
114091,45,407.72975253093364,4.583520809898761,0.005506654513366849,9.222222222222221,450.0
